"","X","idno","cntry","agea","eisced","gndr","rlgdgr","domicil","blgetmg","hinctnta","uemp3m","hincfel","stfdem","stfeco","gincdif","sofrdst","lrscale","trstep","trstun","stfgov","euftf","imsmetn","imdfetn","impcntr","imbgeco","imwbcnt","polintr","psppsgva","psppipla","frprtpl","freehms","hmsacld","atchctr","imueclt","impenv","vote_pop_2","elec_system","pop_choice_2","GDP","occup","vote_eu","pop_att"
"1",1,27,"AT",43,3,1,0,4,2,3,2,3,8,8,1,3,9,5,5,8,10,2,2,2,5,0,3,3,2,2,1,1,10,6,3,3,"Proportional","r",1.550724086,3,1,5
"2",2,137,"AT",67,3,1,5,4,2,5,2,2,8,8,2,3,5,5,2,7,5,2,3,3,5,5,2,3,3,3,3,4,9,4,3,0,"Proportional","r",1.550724086,7,1,4.66666666666667
"3",3,194,"AT",40,2,2,4,4,2,9,2,1,6,5,2,2,5,5,5,6,4,2,2,3,6,5,4,2,3,3,3,3,10,6,3,0,"Proportional","r",1.550724086,4,2,5.33333333333333
"4",5,220,"AT",71,2,2,8,4,2,1,2,2,7,7,2,2,5,5,5,7,0,3,3,3,5,5,2,1,1,3,2,4,10,3,1,0,"Proportional","r",1.550724086,6,1,7
"5",6,254,"AT",64,3,1,6,4,2,5,2,1,7,9,2,2,3,4,6,6,3,2,2,2,6,5,2,2,3,3,3,3,8,7,1,0,"Proportional","r",1.550724086,7,1,5.33333333333333
"6",7,290,"AT",56,3,1,8,4,2,7,1,2,3,1,1,2,3,3,0,3,4,1,2,2,6,5,4,2,3,3,2,1,5,4,3,4,"Proportional","r",1.550724086,5,1,0
"7",8,305,"AT",37,3,1,6,4,2,8,2,2,4,8,1,2,4,1,1,5,3,4,4,4,0,0,3,1,1,2,1,1,8,0,1,4,"Proportional","r",1.550724086,6,2,1
"8",10,413,"AT",48,3,1,0,4,2,4,1,1,10,10,2,1,2,10,10,10,10,1,1,1,10,10,2,5,5,4,1,1,10,10,5,0,"Proportional","r",1.550724086,8,1,8.66666666666667
"9",11,438,"AT",59,4,2,8,4,2,9,1,1,7,5,2,3,3,9,8,2,8,2,2,2,6,5,2,3,3,4,1,2,5,8,1,0,"Proportional","r",1.550724086,5,1,5.66666666666667
"10",12,459,"AT",77,3,1,5,1,2,3,2,2,3,6,3,1,5,0,8,8,2,2,2,2,3,4,1,4,3,2,3,2,10,3,2,0,"Proportional","r",1.550724086,7,1,3
"11",14,586,"AT",62,3,1,4,4,2,2,2,1,9,9,1,1,4,9,8,8,7,2,3,3,6,5,2,3,3,3,2,3,9,5,1,0,"Proportional","r",1.550724086,4,1,8.33333333333333
"12",15,614,"AT",59,3,1,8,4,2,1,2,2,9,9,1,2,6,4,4,9,8,1,4,1,9,5,2,4,3,4,2,5,10,3,2,0,"Proportional","r",1.550724086,7,1,7
"13",17,703,"AT",42,6,1,0,1,2,2,1,2,6,7,3,2,7,7,6,2,3,3,3,4,3,0,3,1,1,3,1,2,10,5,2,0,"Proportional","r",1.550724086,4,1,3
"14",18,722,"AT",59,4,1,5,1,2,3,2,1,10,8,2,2,5,7,7,8,10,3,3,3,5,2,2,5,4,5,2,3,10,7,1,3,"Proportional","r",1.550724086,4,1,8
"15",19,815,"AT",50,2,1,3,1,2,5,1,2,8,6,3,3,6,3,5,7,3,2,3,3,5,7,2,2,2,3,1,2,10,4,1,3,"Proportional","r",1.550724086,2,2,5
"16",21,915,"AT",59,3,1,7,3,2,8,2,1,3,8,2,5,3,5,5,6,5,2,2,2,7,6,1,2,2,3,2,2,10,7,2,0,"Proportional","r",1.550724086,1,1,5
"17",22,919,"AT",19,3,1,0,4,2,3,2,3,10,10,4,4,3,6,6,10,10,2,3,2,8,6,3,2,3,2,1,1,9,8,3,0,"Proportional","r",1.550724086,3,1,6.66666666666667
"18",23,932,"AT",70,7,2,3,1,2,9,2,4,6,5,3,3,3,2,2,5,3,2,3,3,5,4,3,3,2,3,2,2,6,4,2,0,"Proportional","r",1.550724086,3,1,3
"19",26,1046,"AT",67,3,1,9,4,2,5,2,2,8,9,1,3,8,7,7,9,7,2,3,3,4,5,3,3,2,3,4,5,7,6,2,3,"Proportional","r",1.550724086,8,1,7.33333333333333
"20",28,1093,"AT",49,5,1,2,4,2,9,2,1,8,8,2,3,7,4,4,8,4,3,4,4,2,1,2,3,3,3,3,3,8,1,3,3,"Proportional","r",1.550724086,1,2,5.66666666666667
"21",30,1196,"AT",58,3,1,3,4,2,7,2,2,8,6,2,2,5,5,6,7,1,3,3,3,6,2,2,2,2,2,2,4,8,4,1,3,"Proportional","r",1.550724086,8,1,5
"22",31,1254,"AT",44,3,2,8,4,2,3,2,1,4,5,2,5,4,4,4,4,5,2,4,4,3,4,3,2,2,2,1,1,9,3,1,0,"Proportional","r",1.550724086,4,1,3.66666666666667
"23",33,1338,"AT",72,3,1,5,4,2,5,2,1,9,8,2,3,9,1,1,8,1,3,3,4,1,0,1,4,4,4,4,5,9,0,2,3,"Proportional","r",1.550724086,1,2,7
"24",34,1373,"AT",73,5,2,10,4,2,4,2,1,8,9,2,2,5,5,7,7,7,2,2,3,8,5,1,2,2,4,1,1,9,6,1,0,"Proportional","r",1.550724086,2,1,5
"25",35,1381,"AT",45,3,1,9,4,2,1,1,2,8,6,2,3,8,0,6,8,0,1,4,3,5,2,1,2,2,2,1,1,10,1,1,0,"Proportional","r",1.550724086,8,2,7.33333333333333
"26",36,1382,"AT",41,3,2,6,1,2,9,2,2,8,6,2,3,1,9,9,8,4,2,2,2,6,5,2,3,3,4,1,2,7,5,2,0,"Proportional","r",1.550724086,5,1,7
"27",38,1406,"AT",39,5,2,6,3,2,8,2,1,5,6,1,2,5,3,5,4,4,2,2,2,5,4,3,3,3,3,1,1,10,4,1,4,"Proportional","r",1.550724086,2,1,4.33333333333333
"28",40,1478,"AT",47,7,1,8,3,2,9,1,1,8,7,3,3,4,8,8,8,10,1,1,1,8,8,1,4,4,4,2,2,8,8,1,0,"Proportional","r",1.550724086,2,1,7.66666666666667
"29",41,1516,"AT",60,2,1,6,1,2,2,1,3,3,3,5,2,7,1,1,4,3,3,3,3,3,6,3,3,3,1,5,5,5,5,3,4,"Proportional","r",1.550724086,7,2,2
"30",44,1597,"AT",71,3,1,0,3,2,5,2,1,1,8,4,5,4,8,8,4,0,3,3,3,2,5,2,2,1,2,5,5,10,2,1,0,"Proportional","r",1.550724086,7,1,8
"31",45,1641,"AT",49,4,2,0,2,2,10,2,3,0,7,1,2,4,2,2,0,8,1,1,1,10,10,1,1,1,2,1,1,7,10,1,0,"Proportional","r",1.550724086,3,1,2
"32",48,1746,"AT",36,3,2,8,4,2,5,2,3,8,8,1,1,0,4,7,4,10,3,3,3,4,3,4,1,1,3,5,5,7,7,3,4,"Proportional","r",1.550724086,4,1,5.33333333333333
"33",49,1753,"AT",30,7,2,1,1,2,3,2,1,2,6,1,2,1,6,4,0,7,1,1,1,6,6,2,3,3,2,1,1,4,7,1,0,"Proportional","r",1.550724086,2,1,4
"34",51,1840,"AT",40,3,2,5,4,2,6,2,2,8,9,2,1,5,3,4,8,6,4,4,4,5,3,4,1,1,1,2,2,9,4,3,3,"Proportional","r",1.550724086,4,2,3.33333333333333
"35",52,1863,"AT",48,3,2,6,3,2,6,2,2,6,4,2,2,1,2,1,3,3,2,2,2,2,5,1,4,5,2,2,2,9,4,1,0,"Proportional","r",1.550724086,3,1,2.66666666666667
"36",54,1924,"AT",25,5,1,2,4,2,6,2,2,7,7,2,2,4,4,8,3,6,2,2,2,7,6,3,2,3,3,2,2,5,4,2,0,"Proportional","r",1.550724086,7,1,4
"37",57,1958,"AT",41,7,2,8,1,2,10,2,1,4,6,2,3,5,7,9,3,3,1,1,1,8,7,2,3,3,2,1,1,9,6,2,0,"Proportional","r",1.550724086,2,2,5
"38",58,1961,"AT",76,3,2,6,1,2,3,2,2,8,9,4,3,5,7,8,7,4,2,2,2,7,5,2,2,1,4,1,1,10,8,1,0,"Proportional","r",1.550724086,4,1,6.33333333333333
"39",60,2042,"AT",32,5,2,1,4,2,5,1,1,7,7,2,2,4,3,7,3,7,1,1,1,6,5,2,2,3,3,1,1,7,5,1,0,"Proportional","r",1.550724086,2,1,3.33333333333333
"40",63,2135,"AT",54,3,2,6,4,2,1,1,3,7,4,1,2,4,5,5,5,7,1,2,2,4,4,4,1,1,2,1,1,8,4,1,0,"Proportional","r",1.550724086,5,1,2.33333333333333
"41",64,2153,"AT",70,3,2,6,3,2,4,2,3,7,5,2,2,3,6,3,1,3,2,3,3,6,5,2,2,2,2,3,3,10,5,3,0,"Proportional","r",1.550724086,5,2,5.66666666666667
"42",65,2188,"AT",57,3,1,6,4,2,9,2,1,5,5,2,2,5,3,3,5,5,2,2,2,5,5,3,2,2,3,2,2,8,5,2,0,"Proportional","r",1.550724086,3,1,3.66666666666667
"43",66,2237,"AT",78,3,2,0,2,2,7,1,1,4,7,4,3,3,8,9,3,8,1,2,3,5,7,2,1,1,2,1,4,10,8,1,0,"Proportional","r",1.550724086,8,1,4.33333333333333
"44",67,2284,"AT",73,3,2,7,4,2,3,2,3,8,6,1,2,5,5,6,7,1,2,3,3,6,3,3,2,2,3,3,4,9,4,1,0,"Proportional","r",1.550724086,5,1,5
"45",69,2370,"AT",39,3,2,7,4,2,9,2,2,8,7,2,2,6,3,6,7,1,2,3,4,4,2,3,3,2,4,1,1,9,2,1,3,"Proportional","r",1.550724086,9,1,4
"46",70,2437,"AT",72,3,1,4,4,2,5,2,3,8,6,2,1,5,5,6,5,1,2,3,3,6,4,2,2,2,2,2,4,9,5,1,0,"Proportional","r",1.550724086,7,1,5.33333333333333
"47",73,2508,"AT",60,4,2,8,4,2,8,2,1,6,8,2,3,6,4,4,7,1,2,3,3,3,1,1,2,2,3,3,4,10,2,1,0,"Proportional","r",1.550724086,3,1,3.33333333333333
"48",75,2580,"AT",60,3,2,3,1,2,3,1,2,7,8,3,4,4,8,8,1,8,2,2,2,7,4,2,3,3,4,1,1,10,4,2,0,"Proportional","r",1.550724086,5,1,6
"49",78,2702,"AT",27,5,2,4,4,2,4,2,1,0,7,1,3,5,7,7,3,5,1,1,1,7,7,3,3,3,4,1,1,9,7,2,0,"Proportional","r",1.550724086,4,1,4.66666666666667
"50",81,2911,"AT",32,7,2,3,1,2,4,2,2,7,8,1,4,4,5,5,4,5,2,2,3,6,8,1,3,4,2,1,1,7,8,1,0,"Proportional","r",1.550724086,2,1,2.33333333333333
"51",83,2963,"AT",56,3,2,3,1,2,7,2,1,3,7,3,3,0,4,4,0,6,1,1,1,7,6,1,2,5,3,1,1,8,9,1,0,"Proportional","r",1.550724086,9,1,4.66666666666667
"52",84,3008,"AT",24,3,1,2,3,2,3,2,1,5,4,1,2,7,0,2,5,3,2,2,2,2,3,4,1,1,2,1,1,10,2,2,4,"Proportional","r",1.550724086,7,1,3.33333333333333
"53",85,3042,"AT",46,6,2,10,4,2,8,2,1,8,8,2,2,5,8,8,6,10,1,1,1,8,8,1,4,4,4,1,1,10,8,1,0,"Proportional","r",1.550724086,2,1,8
"54",88,3147,"AT",69,7,1,0,1,2,5,2,1,8,3,1,1,0,3,5,0,5,1,1,1,8,6,1,2,2,4,1,1,9,8,2,0,"Proportional","r",1.550724086,2,1,5.33333333333333
"55",91,3195,"AT",26,3,2,6,4,2,2,2,2,9,7,2,2,1,8,8,9,7,2,2,2,9,8,3,2,2,3,1,1,10,10,1,0,"Proportional","r",1.550724086,5,1,9
"56",92,3262,"AT",50,3,2,4,4,2,7,1,2,7,7,1,2,6,5,5,7,7,2,2,2,6,6,3,2,2,2,1,1,8,6,2,0,"Proportional","r",1.550724086,5,1,3
"57",94,3323,"AT",52,3,2,0,1,2,8,1,1,7,9,2,3,2,7,6,7,10,2,3,4,6,8,3,3,3,2,2,2,10,7,4,0,"Proportional","r",1.550724086,5,1,4.66666666666667
"58",95,3409,"AT",39,4,1,4,4,2,8,2,2,7,6,2,1,5,6,6,4,1,2,3,3,5,2,2,2,2,2,2,3,8,4,1,0,"Proportional","r",1.550724086,4,1,5
"59",96,3502,"AT",34,5,2,10,2,1,7,2,2,2,4,3,1,5,2,4,3,0,1,4,4,0,0,3,2,3,3,1,1,7,0,2,3,"Proportional","r",1.550724086,2,2,2.33333333333333
"60",97,3566,"AT",31,7,2,2,2,2,3,2,1,4,8,2,1,3,8,9,2,8,2,2,1,7,6,1,4,3,3,1,1,7,9,1,0,"Proportional","r",1.550724086,1,1,7.33333333333333
"61",98,3590,"AT",62,3,1,5,1,2,4,1,3,4,5,4,4,7,1,1,7,1,2,3,3,1,2,2,3,3,3,3,5,9,1,2,3,"Proportional","r",1.550724086,5,2,4.33333333333333
"62",100,3651,"AT",74,3,1,2,1,2,4,2,1,3,8,2,4,4,3,4,3,8,2,3,4,3,5,2,1,1,2,1,2,10,0,2,3,"Proportional","r",1.550724086,7,1,3
"63",101,3667,"AT",61,2,1,5,4,2,3,2,2,6,7,2,2,6,1,1,5,1,2,3,3,3,3,2,2,2,2,3,3,10,3,2,0,"Proportional","r",1.550724086,7,2,4.33333333333333
"64",102,3676,"AT",26,3,1,3,3,2,3,2,1,5,10,2,2,7,2,6,7,3,2,3,4,3,3,3,1,2,2,2,4,10,3,2,3,"Proportional","r",1.550724086,7,1,2.33333333333333
"65",103,3678,"AT",45,7,2,3,1,2,5,2,1,7,7,1,4,5,7,8,3,4,2,2,2,6,5,2,4,3,3,1,2,7,7,1,0,"Proportional","r",1.550724086,2,1,6
"66",104,3684,"AT",49,6,2,0,1,2,4,2,2,4,6,2,3,0,6,5,6,6,1,3,3,6,5,3,1,1,4,2,2,9,6,2,0,"Proportional","r",1.550724086,2,1,6
"67",108,3814,"AT",67,5,1,3,4,2,8,2,1,7,8,1,4,3,4,6,5,3,3,2,2,7,6,1,2,3,4,1,1,10,5,1,0,"Proportional","r",1.550724086,3,1,4
"68",109,3838,"AT",69,4,2,2,1,2,3,2,1,3,5,1,1,3,4,5,0,5,3,2,1,5,5,1,2,5,4,1,1,3,8,1,0,"Proportional","r",1.550724086,5,1,4.33333333333333
"69",110,3851,"AT",41,3,1,2,1,2,8,1,1,4,4,1,2,8,2,1,2,3,3,3,3,1,1,3,2,2,1,1,1,9,1,2,3,"Proportional","r",1.550724086,5,1,4.33333333333333
"70",112,3917,"AT",85,2,2,9,4,2,2,1,1,6,5,2,2,3,2,2,5,2,2,3,3,6,5,3,2,2,3,2,2,9,5,2,0,"Proportional","r",1.550724086,8,1,3.66666666666667
"71",113,3949,"AT",21,4,1,3,3,2,9,2,2,8,8,2,5,5,8,8,8,7,1,2,2,8,5,2,3,3,3,1,1,9,8,2,0,"Proportional","r",1.550724086,5,1,7.33333333333333
"72",114,4018,"AT",75,3,1,7,3,2,6,2,2,6,7,2,4,5,4,2,5,0,1,3,3,3,4,2,1,1,3,2,2,8,3,2,0,"Proportional","r",1.550724086,1,1,3.66666666666667
"73",116,4081,"AT",48,7,2,1,1,2,7,1,1,6,9,1,1,0,6,8,0,10,1,1,1,9,8,1,2,3,3,1,1,5,9,1,0,"Proportional","r",1.550724086,2,1,5.66666666666667
"74",117,4180,"AT",77,5,2,6,1,2,3,2,2,6,6,3,3,5,3,3,6,6,3,2,2,7,5,2,2,3,3,1,1,9,7,1,0,"Proportional","r",1.550724086,3,1,4
"75",118,4199,"AT",40,4,1,0,1,2,5,2,1,3,9,2,5,2,5,8,0,8,1,1,1,10,10,2,2,2,4,1,1,10,10,2,0,"Proportional","r",1.550724086,2,1,2.66666666666667
"76",121,4268,"AT",46,3,1,2,4,2,10,2,1,5,6,3,3,5,4,3,6,2,4,4,4,4,1,2,2,3,3,2,4,8,2,3,3,"Proportional","r",1.550724086,7,2,4
"77",122,4283,"AT",78,7,2,7,2,2,6,2,1,5,10,4,3,5,8,10,5,8,2,2,3,7,3,4,1,1,3,2,3,8,3,1,4,"Proportional","r",1.550724086,2,1,2
"78",123,4347,"AT",26,5,2,1,3,2,9,2,1,3,5,2,2,3,6,8,1,5,3,3,3,2,3,4,2,1,3,1,1,9,2,1,0,"Proportional","r",1.550724086,3,1,2.66666666666667
"79",124,4376,"AT",47,1,1,5,2,2,4,2,1,8,6,1,1,5,3,1,6,6,2,3,2,6,6,3,2,3,3,1,1,10,9,2,0,"Proportional","r",1.550724086,5,1,8.33333333333333
"80",125,4429,"AT",34,7,2,8,4,2,7,2,2,5,5,2,2,3,4,3,6,7,3,3,4,3,3,2,2,3,2,3,3,7,2,4,0,"Proportional","r",1.550724086,2,1,5.33333333333333
"81",126,4431,"AT",65,6,2,8,4,2,5,2,1,4,7,1,1,5,6,7,1,3,1,1,1,10,8,2,2,3,2,1,1,10,10,1,0,"Proportional","r",1.550724086,2,1,5.33333333333333
"82",128,4529,"AT",58,3,2,3,3,2,2,2,1,9,9,2,2,5,9,8,9,6,2,3,3,6,6,2,3,3,3,3,3,10,8,1,0,"Proportional","r",1.550724086,5,1,8.33333333333333
"83",129,4532,"AT",38,4,1,3,1,2,8,2,1,6,8,3,3,7,5,4,8,8,4,4,4,1,2,3,4,2,3,3,4,10,1,5,0,"Proportional","r",1.550724086,4,1,4
"84",131,4565,"AT",24,5,2,5,3,2,3,2,2,7,8,2,3,5,4,4,5,5,2,3,3,5,5,4,3,3,3,1,3,8,3,2,4,"Proportional","r",1.550724086,4,1,4.66666666666667
"85",132,4608,"AT",87,2,2,5,3,2,4,2,2,6,7,3,4,10,5,6,7,3,1,3,2,4,5,2,2,2,3,3,4,10,5,1,4,"Proportional","r",1.550724086,5,2,5
"86",133,4620,"AT",60,3,2,6,3,2,3,2,3,8,6,1,1,5,6,7,5,1,2,3,3,6,2,3,2,2,2,3,4,8,4,1,0,"Proportional","r",1.550724086,7,1,5.33333333333333
"87",135,4639,"AT",50,7,1,4,4,2,5,1,2,7,8,2,2,2,9,10,7,6,2,2,2,7,5,4,3,3,4,1,1,9,7,1,0,"Proportional","r",1.550724086,2,1,9
"88",136,4678,"AT",61,5,2,10,3,2,5,2,2,7,8,2,1,4,3,7,4,4,1,1,1,7,5,1,4,4,5,2,2,10,6,1,0,"Proportional","r",1.550724086,2,1,7.66666666666667
"89",137,4702,"AT",82,2,1,8,4,2,4,2,2,8,8,3,3,6,7,7,7,7,2,2,2,8,5,2,3,3,4,2,2,10,5,2,0,"Proportional","r",1.550724086,4,1,7
"90",138,4774,"AT",65,3,1,8,1,2,4,1,3,5,5,2,1,5,5,5,5,3,3,2,4,5,3,3,3,2,3,2,5,10,3,1,3,"Proportional","r",1.550724086,3,2,5
"91",140,4827,"AT",55,5,1,7,1,2,7,1,2,5,7,1,2,1,10,10,0,6,4,4,4,5,5,2,4,3,4,2,5,10,8,1,0,"Proportional","r",1.550724086,9,1,7.33333333333333
"92",141,4932,"AT",56,3,1,0,4,2,2,2,2,9,9,1,2,8,1,5,9,0,3,4,4,2,2,3,3,3,3,2,2,9,2,1,3,"Proportional","r",1.550724086,7,2,7.66666666666667
"93",143,5009,"AT",34,7,1,0,1,2,4,2,2,5,7,3,5,5,8,8,3,7,1,1,1,5,8,3,2,2,4,1,1,8,8,1,0,"Proportional","r",1.550724086,3,1,6
"94",144,5042,"AT",27,3,2,2,3,2,7,2,2,7,9,2,3,5,5,5,5,5,1,1,1,8,7,3,2,3,3,1,1,10,7,1,0,"Proportional","r",1.550724086,4,1,3.33333333333333
"95",145,5073,"AT",57,3,1,5,4,2,6,2,1,8,8,2,2,5,8,8,6,6,2,3,3,8,6,2,3,3,3,1,1,8,6,1,0,"Proportional","r",1.550724086,8,1,8.33333333333333
"96",147,5110,"AT",42,4,2,6,4,2,10,2,2,9,6,2,2,5,5,6,7,1,2,2,3,6,3,3,2,1,2,2,3,9,4,1,0,"Proportional","r",1.550724086,3,1,5.66666666666667
"97",150,5179,"AT",27,3,1,2,3,2,5,2,1,10,10,2,4,7,5,6,10,7,2,3,2,4,4,3,2,1,3,1,1,7,2,3,4,"Proportional","r",1.550724086,7,1,4
"98",151,5189,"AT",77,3,2,5,4,2,4,2,2,7,8,1,2,4,5,5,2,7,1,2,2,7,5,1,2,2,2,1,2,10,6,1,0,"Proportional","r",1.550724086,4,1,3
"99",152,5202,"AT",67,3,1,6,4,2,6,2,2,4,9,3,1,4,5,7,3,5,1,2,3,7,6,1,2,2,3,1,2,10,7,1,0,"Proportional","r",1.550724086,7,1,4
"100",153,5213,"AT",62,3,2,4,3,2,9,2,2,4,2,1,2,5,5,0,4,0,3,3,3,3,4,3,2,2,2,2,5,10,1,5,0,"Proportional","r",1.550724086,2,1,3.33333333333333
"101",154,5234,"AT",66,3,1,7,4,2,1,2,2,5,6,3,3,4,4,2,3,3,3,4,3,6,5,2,3,3,4,3,4,7,4,2,0,"Proportional","r",1.550724086,7,2,6
"102",155,5322,"AT",67,3,2,6,2,2,3,2,2,6,6,2,2,5,6,6,5,6,2,2,2,7,6,3,3,3,3,2,2,6,7,2,4,"Proportional","r",1.550724086,7,1,5.66666666666667
"103",156,5326,"AT",36,5,2,8,5,2,7,2,2,8,7,1,5,1,5,7,4,8,1,2,2,6,5,3,2,3,2,1,1,8,8,1,0,"Proportional","r",1.550724086,2,1,5
"104",157,5337,"AT",50,4,1,0,2,2,9,2,1,6,8,1,3,0,7,8,3,7,1,1,1,8,8,1,3,3,3,1,1,7,8,1,0,"Proportional","r",1.550724086,2,1,7
"105",159,5418,"AT",55,5,1,7,3,2,5,1,2,6,8,2,1,3,2,2,3,3,1,2,1,5,8,2,2,2,2,1,2,7,7,1,0,"Proportional","r",1.550724086,4,1,3
"106",161,5571,"AT",38,3,1,1,3,2,3,2,2,7,7,2,2,4,3,2,3,4,2,2,2,6,5,2,2,2,3,2,3,10,5,2,0,"Proportional","r",1.550724086,7,1,4.33333333333333
"107",162,5621,"AT",83,2,2,0,3,2,2,1,2,2,9,4,4,2,0,0,1,5,3,3,3,6,6,4,1,1,1,5,4,10,7,2,0,"Proportional","r",1.550724086,5,1,1.33333333333333
"108",163,5663,"AT",71,2,2,5,5,2,6,2,1,8,7,1,5,2,3,3,5,2,3,4,4,4,3,2,1,1,3,1,4,10,8,1,0,"Proportional","r",1.550724086,3,1,8.33333333333333
"109",164,5670,"AT",39,3,2,6,4,2,5,2,3,8,6,2,1,5,6,6,7,1,2,3,3,6,3,3,2,2,3,2,3,8,4,1,0,"Proportional","r",1.550724086,5,1,5.66666666666667
"110",165,5689,"AT",41,3,1,5,4,2,5,1,2,7,7,2,1,4,7,9,9,3,4,4,4,1,0,4,1,1,1,3,2,9,0,3,4,"Proportional","r",1.550724086,7,2,3
"111",168,5846,"AT",38,3,2,5,4,2,8,2,2,8,7,1,2,5,4,6,7,1,2,3,3,6,2,3,3,2,2,2,3,8,4,1,0,"Proportional","r",1.550724086,4,1,5.66666666666667
"112",171,5915,"AT",25,6,2,0,4,2,5,2,2,5,10,1,1,3,3,3,4,10,2,2,2,7,5,1,3,3,4,1,1,10,7,1,0,"Proportional","r",1.550724086,2,1,3
"113",173,6014,"AT",70,7,1,3,1,2,5,1,3,7,6,1,2,4,7,6,2,9,1,2,2,8,5,1,2,2,3,2,3,9,8,2,0,"Proportional","r",1.550724086,3,1,4.33333333333333
"114",174,6146,"AT",68,3,2,2,1,2,2,2,1,9,9,2,2,5,8,2,9,6,2,3,3,4,4,2,3,4,3,1,1,10,4,2,0,"Proportional","r",1.550724086,5,1,7.66666666666667
"115",176,6196,"AT",58,7,2,1,3,2,8,2,1,6,7,1,4,2,7,6,0,10,1,1,1,10,10,1,2,2,4,1,1,10,10,1,0,"Proportional","r",1.550724086,2,1,4.33333333333333
"116",178,6203,"AT",61,3,2,5,3,2,5,2,3,8,7,2,2,5,5,5,6,1,2,3,3,6,2,3,2,3,2,2,4,8,3,2,0,"Proportional","r",1.550724086,5,1,5.33333333333333
"117",179,6211,"AT",48,3,2,8,4,2,2,2,2,9,8,2,2,10,6,8,10,8,4,4,4,10,7,2,2,3,2,3,2,10,7,2,3,"Proportional","r",1.550724086,5,1,8.66666666666667
"118",180,6256,"AT",60,5,2,8,2,2,6,2,1,7,8,3,4,5,6,7,4,4,1,2,2,6,5,3,2,3,4,3,4,8,6,3,0,"Proportional","r",1.550724086,3,1,5.66666666666667
"119",181,6314,"AT",18,2,2,1,4,1,1,1,4,7,8,1,4,3,6,7,8,9,2,2,2,8,5,2,3,2,3,1,1,6,8,1,0,"Proportional","r",1.550724086,5,1,6
"120",185,6430,"AT",63,2,2,10,4,2,1,1,3,9,8,1,4,5,7,7,7,5,1,2,2,8,5,3,3,2,3,2,5,10,6,1,0,"Proportional","r",1.550724086,5,1,7
"121",186,6460,"AT",52,5,1,7,3,2,9,2,1,8,8,1,2,6,8,8,8,9,1,2,2,6,6,1,4,3,3,1,1,10,6,2,0,"Proportional","r",1.550724086,3,1,8
"122",187,6473,"AT",62,3,1,1,1,2,2,1,2,4,8,2,2,5,4,2,6,5,3,3,3,4,4,2,3,2,2,1,2,7,5,2,0,"Proportional","r",1.550724086,8,1,3.66666666666667
"123",189,6522,"AT",29,3,1,8,1,1,5,1,2,7,6,2,2,4,8,7,7,6,2,2,3,7,6,3,3,3,3,3,3,8,8,3,0,"Proportional","r",1.550724086,5,1,7.66666666666667
"124",190,6526,"AT",70,2,1,10,1,2,4,2,2,8,8,2,5,3,7,6,4,6,3,3,3,5,7,1,2,3,3,4,5,10,5,1,0,"Proportional","r",1.550724086,8,1,4.66666666666667
"125",193,6630,"AT",44,3,2,4,4,2,4,1,1,7,7,2,3,6,3,2,4,0,2,3,3,5,3,3,3,3,3,1,2,8,2,3,3,"Proportional","r",1.550724086,3,2,4
"126",194,6696,"AT",75,7,1,0,1,2,9,2,1,3,8,2,3,3,4,2,2,5,2,2,2,7,6,2,2,2,2,2,3,8,6,3,0,"Proportional","r",1.550724086,4,1,5.33333333333333
"127",195,6765,"AT",76,2,2,8,4,2,4,1,1,7,7,1,3,2,10,10,7,6,1,2,2,6,2,3,1,1,2,4,4,10,7,1,0,"Proportional","r",1.550724086,9,2,8
"128",196,6836,"AT",42,3,2,2,1,2,8,2,2,8,6,3,2,8,1,3,8,0,3,4,4,1,2,3,2,3,3,1,4,10,2,3,3,"Proportional","r",1.550724086,9,2,2.33333333333333
"129",199,6896,"AT",63,3,1,5,3,2,5,2,1,8,8,3,5,5,2,5,5,8,1,2,2,5,3,1,2,2,5,1,1,10,5,1,0,"Proportional","r",1.550724086,7,1,3.66666666666667
"130",201,6899,"AT",75,3,2,3,1,2,3,2,2,5,5,1,4,3,6,8,3,7,1,1,1,6,4,2,2,3,5,1,1,6,6,1,0,"Proportional","r",1.550724086,4,1,3
"131",202,6906,"AT",38,5,1,0,1,2,7,1,1,2,8,1,4,2,2,5,0,9,1,1,1,7,7,3,1,1,4,1,4,2,5,2,0,"Proportional","r",1.550724086,2,1,1.33333333333333
"132",203,7016,"AT",51,4,2,5,4,2,3,1,2,5,5,2,2,3,5,5,2,8,1,1,2,7,6,3,2,2,3,2,2,8,7,2,0,"Proportional","r",1.550724086,4,1,4
"133",204,7044,"AT",55,3,1,6,4,2,8,2,2,5,7,2,2,5,3,7,7,0,2,2,2,6,5,2,3,2,4,3,2,9,4,2,0,"Proportional","r",1.550724086,7,1,6
"134",206,7171,"AT",40,5,1,1,2,2,8,1,1,7,9,3,3,2,4,5,8,2,1,2,2,3,4,3,3,4,4,1,3,8,3,1,0,"Proportional","r",1.550724086,7,1,6
"135",207,7189,"AT",51,7,2,4,1,2,7,2,1,9,8,4,4,4,8,8,4,5,1,1,2,8,7,4,3,2,3,1,1,9,8,2,0,"Proportional","r",1.550724086,2,1,6
"136",208,7196,"AT",56,7,2,3,4,2,2,1,2,7,7,2,3,4,8,6,3,6,2,3,3,5,3,1,2,3,3,1,1,8,5,2,0,"Proportional","r",1.550724086,3,1,6.66666666666667
