"","X","idno","cntry","agea","eisced","gndr","rlgdgr","domicil","blgetmg","hinctnta","uemp3m","hincfel","stfdem","stfeco","gincdif","sofrdst","lrscale","trstep","trstun","stfgov","euftf","imsmetn","imdfetn","impcntr","imbgeco","imwbcnt","polintr","psppsgva","psppipla","frprtpl","freehms","hmsacld","atchctr","imueclt","impenv","vote_pop_2","elec_system","pop_choice_2","GDP","occup","vote_eu","pop_att"
"1349",2054,81,"BE",25,6,1,7,4,2,8,1,2,4,6,2,2,6,4,4,4,6,2,2,2,5,4,3,2,2,3,1,2,6,7,2,4,"Proportional","r",1.128595725,2,1,4.33333333333333
"1350",2055,170,"BE",43,6,2,10,3,2,3,2,1,4,7,1,2,3,6,7,5,6,1,3,2,6,7,2,2,2,3,1,2,5,8,1,0,"Proportional","r",1.128595725,9,1,5.66666666666667
"1351",2056,189,"BE",61,3,2,0,1,2,8,1,4,3,4,1,1,5,3,1,3,5,2,4,4,3,4,3,2,1,2,1,1,7,5,1,0,"Proportional","r",1.128595725,3,1,3
"1352",2057,209,"BE",69,7,1,9,4,2,8,1,2,4,5,1,2,5,6,6,4,10,2,2,2,8,8,1,3,2,3,1,2,9,8,2,0,"Proportional","r",1.128595725,2,1,5.33333333333333
"1353",2058,235,"BE",27,6,2,1,3,2,7,2,1,6,8,4,3,3,8,8,8,9,1,1,1,9,9,3,3,3,4,1,1,7,9,2,0,"Proportional","r",1.128595725,2,1,7.33333333333333
"1354",2059,356,"BE",45,7,1,6,3,2,9,2,1,3,6,2,1,7,1,4,4,5,2,2,2,6,5,3,2,2,3,1,1,7,8,1,0,"Proportional","r",1.128595725,5,1,2
"1355",2060,558,"BE",85,4,2,8,2,2,3,2,3,5,4,2,1,4,5,5,5,4,2,2,3,4,4,4,3,3,5,2,2,7,5,1,0,"Proportional","r",1.128595725,9,1,3.66666666666667
"1356",2061,560,"BE",54,4,1,0,2,2,7,2,2,7,3,2,2,7,1,5,6,1,2,2,3,5,5,3,2,3,3,1,4,5,8,1,4,"Proportional","r",1.128595725,3,1,1
"1357",2062,565,"BE",19,4,2,2,2,2,10,2,1,8,7,3,4,6,6,8,7,8,2,2,2,5,6,2,3,3,4,1,1,8,8,2,4,"Proportional","r",1.128595725,9,1,7
"1358",2063,594,"BE",36,5,2,6,4,2,6,1,2,6,7,2,1,5,6,7,7,7,2,2,2,5,7,3,3,1,3,2,2,9,7,2,0,"Proportional","r",1.128595725,5,1,6
"1359",2064,599,"BE",36,6,2,7,1,2,5,1,1,5,5,1,2,6,4,4,4,6,1,3,2,3,3,4,2,2,3,1,2,8,5,2,0,"Proportional","r",1.128595725,3,1,3.66666666666667
"1360",2066,665,"BE",28,5,2,6,3,2,6,1,2,6,6,2,2,5,6,4,5,7,2,2,2,4,5,3,2,2,3,1,1,8,6,3,0,"Proportional","r",1.128595725,5,1,5
"1361",2067,768,"BE",64,3,2,5,3,2,2,1,3,4,4,2,1,4,5,5,5,6,2,2,2,6,6,2,2,2,2,2,3,8,6,3,0,"Proportional","r",1.128595725,9,1,3
"1362",2068,770,"BE",33,7,1,8,2,2,8,2,1,7,6,2,4,5,4,6,4,7,1,1,1,8,8,1,4,3,3,1,1,8,8,3,0,"Proportional","r",1.128595725,2,1,5.66666666666667
"1363",2069,820,"BE",75,2,2,8,3,2,3,2,3,5,5,1,2,5,6,6,5,7,3,3,3,6,6,3,2,2,2,2,2,8,6,3,0,"Proportional","r",1.128595725,7,1,4
"1364",2070,978,"BE",86,5,2,8,3,2,2,2,2,7,8,3,3,5,5,5,6,5,3,3,4,7,3,4,2,1,4,2,3,8,6,2,0,"Proportional","r",1.128595725,10,1,5
"1365",2071,990,"BE",44,4,1,2,5,2,6,2,1,4,6,2,4,7,5,5,6,8,2,2,2,7,4,2,3,3,2,1,2,6,6,2,0,"Proportional","r",1.128595725,2,1,5.33333333333333
"1366",2073,997,"BE",72,1,1,6,4,2,3,2,2,4,6,2,2,6,5,5,5,7,2,3,3,6,4,2,3,1,2,2,4,7,5,1,0,"Proportional","r",1.128595725,2,1,5
"1367",2074,1071,"BE",24,5,1,7,4,2,7,2,2,3,5,3,2,6,3,6,5,6,2,2,2,7,7,3,2,2,1,1,1,3,7,3,0,"Proportional","r",1.128595725,4,1,4
"1368",2075,1134,"BE",61,6,1,0,3,2,3,2,2,9,6,2,2,5,8,7,5,5,1,2,3,5,5,1,3,3,3,1,5,10,8,1,0,"Proportional","r",1.128595725,7,1,5.66666666666667
"1369",2076,1184,"BE",51,3,1,4,4,2,9,2,1,5,6,2,1,6,6,6,6,4,2,2,1,5,4,3,2,2,3,1,1,7,6,3,0,"Proportional","r",1.128595725,7,1,5.33333333333333
"1370",2077,1232,"BE",39,4,2,5,4,2,8,2,2,7,5,2,2,3,4,3,6,3,2,2,1,5,5,2,2,1,2,3,4,8,7,2,0,"Proportional","r",1.128595725,2,1,4.66666666666667
"1371",2078,1259,"BE",62,1,1,0,3,2,4,1,3,0,4,4,3,8,0,0,5,0,2,4,2,5,5,4,1,1,2,3,5,9,5,2,0,"Proportional","r",1.128595725,8,2,0
"1372",2079,1261,"BE",33,5,2,1,2,2,7,2,1,4,7,2,2,5,3,6,5,9,2,2,2,5,5,3,1,2,2,1,1,8,5,2,0,"Proportional","r",1.128595725,4,1,2.66666666666667
"1373",2080,1269,"BE",45,7,1,7,1,2,7,2,1,2,7,4,3,8,0,5,7,0,2,2,2,5,2,2,2,2,2,1,5,8,5,1,0,"Proportional","r",1.128595725,3,1,3.33333333333333
"1374",2082,1511,"BE",38,4,2,0,4,2,7,2,1,4,4,2,2,5,4,4,4,5,1,2,3,4,4,4,1,2,1,1,2,5,4,4,0,"Proportional","r",1.128595725,3,1,3.33333333333333
"1375",2083,1537,"BE",57,6,2,5,3,2,5,2,2,7,6,2,2,7,5,5,6,3,3,3,2,5,5,3,3,2,2,2,2,7,5,3,0,"Proportional","r",1.128595725,3,1,4.66666666666667
"1376",2084,1589,"BE",44,6,1,6,4,2,9,2,2,4,4,4,5,7,3,7,6,2,1,2,2,7,5,3,2,2,2,1,1,8,8,3,0,"Proportional","r",1.128595725,1,2,4.66666666666667
"1377",2086,1748,"BE",49,2,1,0,1,2,7,1,2,3,5,3,4,5,0,7,0,0,2,2,2,8,7,3,1,1,2,1,4,9,7,1,0,"Proportional","r",1.128595725,4,2,1.66666666666667
"1378",2087,1915,"BE",67,7,1,7,4,2,6,2,1,5,7,1,2,2,5,7,4,8,1,1,1,7,8,1,4,4,4,1,1,8,8,1,0,"Proportional","r",1.128595725,2,1,4.66666666666667
"1379",2088,1947,"BE",23,5,1,2,4,2,2,1,1,5,4,2,2,5,5,5,5,7,2,3,3,3,4,3,2,2,2,1,1,7,3,3,0,"Proportional","r",1.128595725,5,1,3.66666666666667
"1380",2089,1953,"BE",26,7,1,1,4,2,6,2,1,5,7,3,5,5,7,6,5,6,2,2,2,4,5,2,3,3,4,1,1,5,6,2,0,"Proportional","r",1.128595725,2,1,4.66666666666667
"1381",2090,2006,"BE",65,2,1,8,4,2,2,1,2,7,8,2,1,8,9,5,9,10,3,3,2,4,4,3,1,1,5,2,2,4,7,1,0,"Proportional","r",1.128595725,7,1,6
"1382",2091,2134,"BE",34,7,1,0,4,2,8,2,1,7,7,5,5,8,5,8,6,10,1,1,1,8,7,4,2,2,3,1,1,7,8,3,0,"Proportional","r",1.128595725,1,1,5.66666666666667
"1383",2092,2244,"BE",40,7,2,8,3,2,8,1,2,5,7,3,2,3,5,5,5,3,2,2,2,5,4,2,3,3,3,2,3,9,7,2,0,"Proportional","r",1.128595725,2,1,4.33333333333333
"1384",2093,2310,"BE",66,2,2,8,3,2,3,1,2,6,5,1,1,4,1,1,3,9,2,1,4,7,10,3,1,1,1,1,4,2,6,2,0,"Proportional","r",1.128595725,7,1,3
"1385",2094,2327,"BE",82,1,1,8,1,2,7,2,1,7,7,2,1,3,5,9,7,4,1,4,4,3,5,3,2,2,1,4,5,3,3,2,0,"Proportional","r",1.128595725,7,1,5.33333333333333
"1386",2095,2383,"BE",30,6,1,6,4,2,8,2,2,4,2,2,3,6,3,4,5,4,2,2,2,2,5,2,2,3,3,2,2,4,4,2,0,"Proportional","r",1.128595725,3,1,2.66666666666667
"1387",2096,2396,"BE",30,6,1,6,1,1,4,1,3,2,4,1,1,0,0,0,2,2,2,2,2,8,8,1,1,1,2,1,2,9,8,2,4,"Proportional","r",1.128595725,4,1,0
"1388",2097,2465,"BE",35,6,2,8,2,2,7,2,2,9,7,2,2,2,8,9,6,9,1,1,2,8,8,2,3,2,3,1,1,9,9,1,0,"Proportional","r",1.128595725,2,1,7.33333333333333
"1389",2098,2482,"BE",72,7,1,3,3,2,5,2,1,4,7,2,4,5,5,3,4,8,1,2,2,3,5,1,3,3,3,2,2,7,8,1,0,"Proportional","r",1.128595725,2,1,5.33333333333333
"1390",2099,2536,"BE",36,5,2,6,4,2,7,2,1,5,5,2,2,5,5,6,5,5,1,2,2,5,6,3,1,2,3,2,2,6,7,1,0,"Proportional","r",1.128595725,9,1,5
"1391",2100,2558,"BE",48,3,2,2,3,2,7,2,2,4,7,1,3,5,5,5,4,8,2,2,2,5,4,3,3,3,5,1,1,5,8,2,4,"Proportional","r",1.128595725,8,1,3.33333333333333
"1392",2103,2759,"BE",20,4,2,2,4,2,6,2,1,7,6,2,2,2,8,9,6,8,2,2,2,7,8,2,2,4,3,2,1,7,8,1,4,"Proportional","r",1.128595725,4,1,6.66666666666667
"1393",2104,2781,"BE",64,5,1,6,4,2,7,2,2,9,7,4,2,3,8,8,7,1,3,3,3,5,3,2,3,2,3,2,3,10,7,3,0,"Proportional","r",1.128595725,3,1,6
"1394",2106,2886,"BE",54,2,2,10,1,1,2,1,3,8,8,1,1,1,6,3,7,8,1,1,1,8,8,2,4,2,2,1,5,10,10,6,0,"Proportional","r",1.128595725,9,1,4
"1395",2107,3039,"BE",25,4,1,2,2,2,7,1,1,6,7,4,4,4,7,7,6,8,2,2,2,3,4,2,2,2,5,1,1,7,6,3,0,"Proportional","r",1.128595725,4,1,6.33333333333333
"1396",2110,3241,"BE",50,6,2,2,2,2,6,1,2,8,8,3,1,5,5,7,7,10,1,2,2,7,7,3,3,3,4,1,1,9,9,2,3,"Proportional","r",1.128595725,2,1,5.33333333333333
"1397",2111,3304,"BE",45,4,2,7,4,2,7,2,2,4,4,2,2,5,2,2,4,1,3,3,3,5,5,3,1,1,3,1,1,5,7,2,0,"Proportional","r",1.128595725,4,2,0.666666666666667
"1398",2113,3419,"BE",71,2,1,5,3,2,1,2,2,6,5,2,2,5,5,5,5,4,3,3,3,2,4,3,3,2,3,2,4,6,4,2,0,"Proportional","r",1.128595725,8,1,5.33333333333333
"1399",2116,3543,"BE",42,5,2,4,3,2,7,2,2,6,4,2,2,5,5,5,4,2,2,2,2,5,4,4,1,1,2,2,2,8,7,2,0,"Proportional","r",1.128595725,5,1,4
"1400",2117,3552,"BE",51,7,2,1,1,2,7,2,1,7,6,2,1,2,3,3,7,7,3,3,3,4,4,1,3,1,3,1,3,7,4,2,0,"Proportional","r",1.128595725,2,1,3
"1401",2118,3555,"BE",53,3,2,9,3,2,6,1,2,3,4,1,1,5,3,3,3,3,2,2,2,4,4,3,3,3,3,3,4,8,4,3,0,"Proportional","r",1.128595725,5,1,3.33333333333333
"1402",2119,3559,"BE",26,6,1,10,2,2,3,2,1,10,7,2,4,7,10,10,7,6,2,1,1,5,5,1,4,3,2,1,1,6,0,1,4,"Proportional","r",1.128595725,4,1,7.33333333333333
"1403",2120,3629,"BE",28,7,1,7,4,2,5,2,1,7,3,4,4,7,7,7,6,9,1,1,1,9,8,3,3,3,2,1,1,9,8,1,0,"Proportional","r",1.128595725,3,1,5.33333333333333
"1404",2121,3662,"BE",40,5,1,0,3,2,8,1,2,6,4,2,2,1,8,8,4,7,2,2,2,8,7,4,2,2,3,2,2,8,8,3,0,"Proportional","r",1.128595725,7,1,3.66666666666667
"1405",2122,3672,"BE",54,6,2,3,4,2,5,2,2,5,7,1,2,7,5,5,7,7,4,4,3,0,0,3,1,2,2,1,2,5,3,2,0,"Proportional","r",1.128595725,3,1,5.33333333333333
"1406",2124,3812,"BE",55,4,1,4,4,2,9,2,1,4,7,1,2,6,0,5,5,8,2,2,3,5,3,3,2,2,3,1,3,7,5,2,0,"Proportional","r",1.128595725,8,1,0.666666666666667
"1407",2128,3985,"BE",72,2,1,8,4,2,4,2,3,7,6,1,1,5,7,6,4,7,2,3,2,8,7,3,1,1,2,1,3,10,8,3,0,"Proportional","r",1.128595725,5,1,6
"1408",2129,3999,"BE",38,7,1,3,3,2,10,2,1,7,8,2,4,6,7,7,8,7,1,1,1,7,6,2,4,4,4,1,1,4,7,2,4,"Proportional","r",1.128595725,2,1,7
"1409",2130,4059,"BE",39,6,2,7,3,2,7,2,1,5,7,3,3,7,0,7,3,8,2,4,4,8,3,4,1,2,2,2,3,8,2,3,0,"Proportional","r",1.128595725,3,1,0
"1410",2131,4073,"BE",55,2,2,5,1,2,6,1,1,8,8,2,1,4,8,8,7,8,2,2,2,8,6,2,3,3,5,2,2,8,8,1,0,"Proportional","r",1.128595725,1,1,8
"1411",2133,4182,"BE",67,6,1,7,4,2,4,2,3,7,8,2,2,6,7,7,7,6,1,2,2,6,7,2,5,3,4,2,2,8,8,3,0,"Proportional","r",1.128595725,3,1,7.66666666666667
"1412",2134,4302,"BE",35,4,1,7,4,2,5,1,2,3,4,3,2,7,2,7,3,2,2,2,2,3,5,2,3,3,3,1,2,9,7,2,0,"Proportional","r",1.128595725,5,2,3.66666666666667
"1413",2135,4381,"BE",55,7,2,3,1,2,6,2,2,7,8,4,4,6,8,5,7,5,1,2,2,7,5,2,4,4,5,1,2,10,8,2,0,"Proportional","r",1.128595725,2,1,7.33333333333333
"1414",2136,4578,"BE",71,2,1,8,5,2,3,2,1,6,7,2,2,9,6,7,7,7,2,1,3,7,6,2,3,3,3,2,2,7,5,2,0,"Proportional","r",1.128595725,1,1,7.33333333333333
"1415",2137,4633,"BE",32,6,2,7,5,2,8,1,1,7,7,4,4,7,7,8,6,5,1,1,2,8,4,2,2,2,3,1,1,8,8,1,0,"Proportional","r",1.128595725,3,1,5.33333333333333
"1416",2138,4687,"BE",84,3,1,2,4,2,2,2,2,2,5,2,2,3,2,2,2,5,4,4,4,5,5,3,1,2,3,2,2,8,5,2,0,"Proportional","r",1.128595725,3,1,2.33333333333333
"1417",2139,4697,"BE",75,4,1,0,3,2,7,2,1,5,0,1,1,0,5,8,0,8,2,2,2,7,5,2,3,2,1,1,4,7,10,2,0,"Proportional","r",1.128595725,3,1,1.33333333333333
"1418",2140,4712,"BE",54,4,1,2,3,2,6,2,1,7,7,3,2,3,6,8,6,2,3,3,3,7,8,2,3,3,2,1,3,8,8,1,0,"Proportional","r",1.128595725,3,1,6
"1419",2141,4763,"BE",55,6,2,0,2,2,5,1,4,5,2,2,4,7,5,5,7,5,3,3,3,2,8,2,2,2,2,1,1,6,5,2,0,"Proportional","r",1.128595725,3,1,4.33333333333333
"1420",2142,4791,"BE",54,2,2,10,1,2,3,1,2,5,6,2,2,3,4,4,5,5,2,3,2,8,6,4,1,2,1,5,5,7,8,2,0,"Proportional","r",1.128595725,9,1,4.33333333333333
"1421",2143,4809,"BE",45,4,2,7,3,1,9,1,2,7,6,3,3,4,6,6,6,6,2,2,2,8,7,3,3,3,3,2,2,6,7,2,4,"Proportional","r",1.128595725,4,1,4.66666666666667
"1422",2144,4836,"BE",59,7,2,8,3,2,7,2,2,8,5,3,3,7,0,1,6,1,1,2,2,6,3,1,3,2,3,1,4,8,3,1,0,"Proportional","r",1.128595725,2,1,2.66666666666667
"1423",2145,4885,"BE",80,1,1,7,4,2,5,2,1,5,5,2,2,5,0,0,3,3,1,3,4,5,8,4,2,1,2,2,2,8,7,2,0,"Proportional","r",1.128595725,4,1,1.33333333333333
"1424",2147,4944,"BE",33,7,2,1,2,2,9,1,1,5,7,1,3,2,5,8,7,7,1,1,1,3,5,2,2,3,3,1,1,8,7,3,0,"Proportional","r",1.128595725,2,1,5.33333333333333
"1425",2148,5061,"BE",57,7,1,0,5,2,8,2,1,8,7,2,4,3,7,9,5,9,1,1,1,8,5,2,4,4,4,1,1,5,7,2,0,"Proportional","r",1.128595725,2,1,6.33333333333333
"1426",2149,5283,"BE",50,7,2,7,4,2,4,1,1,3,6,2,2,4,4,3,3,7,2,2,2,7,4,3,2,2,3,1,1,6,8,2,0,"Proportional","r",1.128595725,2,1,4.33333333333333
"1427",2151,5416,"BE",54,5,2,3,3,2,7,1,2,5,5,2,2,3,5,6,5,3,2,2,2,3,5,3,2,1,1,2,4,7,5,3,0,"Proportional","r",1.128595725,9,1,3.66666666666667
"1428",2152,5474,"BE",61,2,1,7,3,2,5,2,2,6,6,4,2,5,7,7,6,7,2,2,2,8,7,2,3,3,2,2,2,7,7,3,4,"Proportional","r",1.128595725,3,1,6.33333333333333
"1429",2153,5500,"BE",47,3,1,7,4,2,5,2,2,3,3,2,2,6,0,5,5,0,2,3,3,5,2,2,2,3,3,1,2,10,10,4,0,"Proportional","r",1.128595725,7,1,2.66666666666667
"1430",2154,5513,"BE",20,4,1,6,1,2,3,2,2,7,7,3,2,5,7,7,7,6,2,2,2,8,6,3,2,3,3,1,1,8,8,1,4,"Proportional","r",1.128595725,5,1,6.33333333333333
"1431",2155,5566,"BE",37,6,1,1,2,2,4,1,2,1,2,3,2,6,5,8,1,8,2,2,2,5,5,2,3,2,4,1,1,8,3,2,0,"Proportional","r",1.128595725,3,1,4.66666666666667
"1432",2156,5619,"BE",28,5,1,8,4,2,5,2,2,5,6,1,1,7,5,4,2,5,4,4,3,1,2,4,1,1,2,1,1,8,2,3,3,"Proportional","r",1.128595725,7,1,0.666666666666667
"1433",2157,5668,"BE",46,5,1,3,5,2,4,2,2,6,7,2,4,9,4,4,6,7,3,3,3,5,6,3,3,2,3,1,3,8,4,2,0,"Proportional","r",1.128595725,1,1,4
"1434",2158,5686,"BE",34,6,2,0,4,2,7,2,1,7,7,1,1,5,7,8,5,9,1,1,1,8,8,3,2,2,3,1,1,10,10,1,0,"Proportional","r",1.128595725,2,1,6.33333333333333
"1435",2159,5713,"BE",42,4,1,3,4,2,8,2,2,7,6,2,2,4,3,5,6,5,1,1,1,7,7,3,3,3,4,1,2,7,8,1,0,"Proportional","r",1.128595725,4,1,4
"1436",2160,5727,"BE",51,5,1,0,4,2,3,2,2,5,5,2,2,7,4,4,5,5,3,3,3,4,4,2,1,1,3,2,2,7,4,2,0,"Proportional","r",1.128595725,1,1,4.33333333333333
"1437",2161,5754,"BE",42,6,1,0,1,2,8,2,3,1,1,1,2,4,5,3,3,8,1,1,1,9,9,1,2,2,2,1,1,10,9,1,0,"Proportional","r",1.128595725,2,1,4
"1438",2162,5770,"BE",36,4,1,0,4,2,5,2,2,9,8,2,2,4,7,7,8,4,2,2,2,8,8,2,3,2,4,1,5,5,8,2,0,"Proportional","r",1.128595725,7,1,6.66666666666667
"1439",2163,5778,"BE",30,6,2,6,3,2,7,2,2,7,8,4,5,8,7,8,6,5,3,3,3,0,3,3,3,3,4,2,2,2,3,2,0,"Proportional","r",1.128595725,2,1,5.66666666666667
"1440",2164,5790,"BE",45,6,2,8,2,2,7,2,2,7,7,2,2,3,7,6,6,9,1,1,1,7,8,2,4,3,3,1,1,7,9,2,0,"Proportional","r",1.128595725,2,1,6.33333333333333
"1441",2165,5815,"BE",74,3,2,10,4,2,1,2,4,0,0,4,5,3,5,5,0,2,3,4,2,5,5,2,2,2,1,1,2,8,5,1,0,"Proportional","r",1.128595725,5,1,5
"1442",2167,5914,"BE",27,6,2,5,3,2,4,1,2,7,5,3,2,2,5,6,1,5,2,2,2,5,6,3,3,1,2,1,1,8,8,1,0,"Proportional","r",1.128595725,2,1,3.33333333333333
"1443",2168,6160,"BE",67,1,1,0,4,2,5,2,1,3,6,3,2,5,7,5,4,8,1,1,4,1,4,4,3,2,3,2,2,6,3,2,0,"Proportional","r",1.128595725,8,1,5
"1444",2169,6188,"BE",49,4,1,1,5,2,10,2,1,7,7,3,4,7,6,6,6,6,3,3,3,5,4,1,3,3,4,1,2,6,4,2,0,"Proportional","r",1.128595725,6,1,6.33333333333333
"1445",2170,6204,"BE",31,4,1,0,4,2,4,1,2,6,6,2,2,5,6,6,6,5,2,2,2,6,6,3,2,2,2,1,1,8,5,3,0,"Proportional","r",1.128595725,2,1,5.33333333333333
"1446",2172,6240,"BE",60,4,1,10,4,2,8,2,1,1,3,2,1,2,1,1,2,5,2,2,2,5,7,2,1,2,2,1,1,7,5,1,0,"Proportional","r",1.128595725,3,1,2.33333333333333
"1447",2173,6322,"BE",47,7,2,7,1,1,5,1,2,5,9,3,4,5,6,6,6,5,2,2,2,3,4,3,2,1,4,2,3,7,7,2,4,"Proportional","r",1.128595725,4,1,5
"1448",2174,6344,"BE",28,5,2,5,1,2,6,1,2,6,6,2,1,5,2,3,5,5,1,1,2,6,5,4,3,2,2,3,3,5,5,2,4,"Proportional","r",1.128595725,9,1,4
"1449",2175,6357,"BE",52,6,2,7,3,2,6,2,1,7,8,2,2,4,8,8,6,8,1,1,1,9,9,2,3,2,2,2,2,8,8,1,0,"Proportional","r",1.128595725,2,1,5
"1450",2176,6412,"BE",26,5,2,0,4,2,7,2,1,6,7,2,2,7,7,6,7,7,3,3,2,4,2,4,2,3,3,1,2,3,5,5,0,"Proportional","r",1.128595725,3,1,6
"1451",2177,6476,"BE",50,3,2,4,5,2,6,2,3,1,3,2,3,8,1,6,2,3,2,2,3,2,0,2,2,3,2,1,1,8,6,3,0,"Proportional","r",1.128595725,4,2,1.66666666666667
"1452",2178,6525,"BE",30,7,1,2,3,2,4,2,2,8,4,2,3,5,1,8,2,9,3,2,2,7,5,3,1,3,5,2,2,8,7,2,0,"Proportional","r",1.128595725,2,1,1
"1453",2179,6620,"BE",26,4,1,6,3,2,9,1,1,5,6,2,4,6,3,4,6,5,2,3,3,3,7,3,3,2,3,1,2,6,3,3,0,"Proportional","r",1.128595725,4,1,2.66666666666667
"1454",2180,6658,"BE",24,6,1,1,4,2,7,2,1,3,2,1,2,2,2,6,1,10,1,2,2,7,4,4,1,2,2,1,1,9,8,1,0,"Proportional","r",1.128595725,9,1,0.333333333333333
"1455",2181,6695,"BE",71,2,2,7,4,2,5,1,2,5,5,1,3,5,1,0,5,5,3,3,3,2,5,3,1,1,4,1,1,6,8,1,0,"Proportional","r",1.128595725,7,1,2.33333333333333
"1456",2182,6706,"BE",66,4,1,6,4,2,6,2,2,3,4,3,2,1,4,5,3,2,2,3,3,5,6,2,2,2,2,1,1,9,6,3,0,"Proportional","r",1.128595725,2,1,5.66666666666667
"1457",2184,7061,"BE",51,6,2,4,3,2,10,2,2,7,5,2,4,3,6,5,6,5,1,1,1,6,6,3,3,3,5,1,1,5,8,1,0,"Proportional","r",1.128595725,3,1,4.33333333333333
"1458",2188,7183,"BE",57,6,1,0,4,2,7,1,2,6,9,2,2,6,6,8,8,7,2,2,2,8,5,2,3,2,5,2,1,8,9,1,0,"Proportional","r",1.128595725,2,1,6
"1459",2190,7326,"BE",54,4,2,1,4,2,7,2,1,6,7,3,4,8,5,6,6,10,2,2,2,5,7,3,2,1,2,1,1,5,6,2,0,"Proportional","r",1.128595725,9,1,5.66666666666667
"1460",2191,7379,"BE",31,7,2,1,1,2,9,2,1,6,8,4,4,8,7,8,7,8,1,2,2,7,7,3,3,3,4,1,2,8,7,2,0,"Proportional","r",1.128595725,2,1,7
"1461",2192,7403,"BE",35,6,1,5,3,2,2,1,2,5,5,2,3,2,5,4,2,7,3,3,3,7,6,2,1,2,3,2,5,9,8,2,0,"Proportional","r",1.128595725,9,1,3.33333333333333
"1462",2193,7425,"BE",79,3,2,10,4,2,8,2,2,6,6,2,1,6,3,5,5,4,2,2,2,4,4,3,2,2,4,2,5,8,7,2,0,"Proportional","r",1.128595725,7,1,4
"1463",2194,7657,"BE",71,4,1,2,4,2,6,2,1,4,6,2,4,6,5,4,6,5,2,2,2,8,5,3,2,2,3,1,4,8,4,2,0,"Proportional","r",1.128595725,7,1,4
"1464",2196,7674,"BE",41,6,1,4,4,2,10,1,2,5,7,3,4,8,7,4,5,6,2,3,3,5,3,1,2,3,3,1,1,4,5,1,0,"Proportional","r",1.128595725,3,1,5.66666666666667
"1465",2197,7709,"BE",50,3,1,0,4,2,10,2,1,0,8,5,4,10,3,3,0,3,2,4,4,2,3,2,1,1,2,1,2,7,2,2,4,"Proportional","r",1.128595725,3,1,2.33333333333333
"1466",2198,7760,"BE",40,7,2,5,2,2,9,2,1,6,6,3,3,6,7,7,6,8,2,2,2,7,8,2,4,3,4,2,3,8,9,2,0,"Proportional","r",1.128595725,2,1,6
"1467",2199,7809,"BE",51,4,2,2,4,2,6,2,2,5,7,1,3,4,4,4,7,4,1,3,2,3,3,2,2,2,2,1,2,7,4,2,0,"Proportional","r",1.128595725,8,1,5.33333333333333
"1468",2200,7845,"BE",28,5,2,7,5,2,7,2,1,6,8,2,2,5,8,6,8,7,2,2,2,7,3,3,2,3,3,1,1,8,8,2,0,"Proportional","r",1.128595725,9,1,7.33333333333333
"1469",2201,7890,"BE",43,6,1,5,4,2,8,1,2,3,5,2,4,5,4,6,3,4,2,3,4,6,5,3,1,2,2,1,3,5,7,2,0,"Proportional","r",1.128595725,2,2,2.33333333333333
"1470",2202,7914,"BE",65,7,1,6,4,2,10,2,1,4,5,2,2,7,7,8,5,5,3,3,3,5,5,2,1,3,1,2,5,8,7,4,0,"Proportional","r",1.128595725,2,1,6.66666666666667
"1471",2203,7937,"BE",75,1,1,8,4,2,4,2,1,6,7,1,1,5,2,2,5,4,2,2,2,4,3,3,3,3,3,1,1,8,5,1,0,"Proportional","r",1.128595725,8,1,3.33333333333333
"1472",2204,7991,"BE",25,3,1,0,4,2,4,2,2,8,5,2,2,5,5,4,5,2,2,2,2,5,5,4,3,3,3,2,1,8,8,1,0,"Proportional","r",1.128595725,6,1,5.66666666666667
"1473",2205,8048,"BE",37,6,2,8,3,2,5,1,2,5,5,2,2,2,5,5,3,4,2,2,2,3,5,3,3,2,3,2,2,7,5,3,0,"Proportional","r",1.128595725,3,1,4
"1474",2206,8125,"BE",76,1,2,8,4,2,3,2,2,3,6,1,2,7,3,5,4,5,3,2,3,2,2,3,4,2,3,1,4,6,3,5,0,"Proportional","r",1.128595725,8,1,4.66666666666667
"1475",2207,8126,"BE",48,7,2,7,4,2,7,2,1,8,7,2,2,7,7,8,7,5,2,2,2,5,5,2,3,3,4,1,2,7,7,2,0,"Proportional","r",1.128595725,2,1,6
"1476",2208,8130,"BE",68,2,1,10,1,2,3,1,2,5,5,2,2,5,5,7,6,5,1,1,1,5,7,3,3,1,1,2,5,8,7,2,4,"Proportional","r",1.128595725,5,1,5.66666666666667
"1477",2209,8219,"BE",50,5,1,0,4,2,5,2,1,0,5,1,1,10,0,5,1,0,2,2,2,5,2,1,2,1,1,1,4,0,1,1,3,"Proportional","r",1.128595725,8,2,0
"1478",2210,8241,"BE",37,3,1,3,4,2,1,2,3,5,6,2,2,6,7,8,5,5,1,2,3,5,4,4,2,2,3,2,1,5,2,1,0,"Proportional","r",1.128595725,5,1,6.66666666666667
"1479",2211,8265,"BE",69,2,2,6,4,2,8,2,1,7,7,4,4,7,5,3,7,7,2,2,2,8,5,2,2,2,4,2,2,4,7,2,0,"Proportional","r",1.128595725,9,1,4.66666666666667
"1480",2213,8428,"BE",75,6,2,10,1,2,2,1,2,5,5,2,2,3,7,8,5,5,2,2,2,6,7,1,2,2,4,2,2,8,7,2,0,"Proportional","r",1.128595725,2,1,5
